  -4.1986408e-01	   1.0000000e+01	   4.7955159e-01	   6.5210763e-01	   5.6284771e-01	   4.0547963e-02	   2.4067962e-01	   5.4248189e-05	   9.2605647e-03	   1.0177381e-02	   4.3018852e-02	   4.6314500e-02	   8.1224230e-01	  -7.7229647e-01	  -5.8383318e-03	  -8.1726199e-01	   6.5704975e-01	   7.0791618e-01	  -8.2551370e-01	   6.7007150e-01	  -8.0987397e-02	  -7.9052723e-02	
   1.0286145e+00	   1.0000000e+01	   1.5274772e-01	   2.9268419e-01	   6.0131916e-01	   2.4597594e-05	   1.5853379e-02	   3.4006598e-01	   1.5238401e-01	   1.5335915e-01	   1.5709915e-02	   1.5214713e-01	   1.1290370e+00	   3.2566108e-02	  -1.1148167e+00	  -1.0705772e+00	  -1.0946046e+00	   3.0693081e-02	   1.1288578e+00	   1.1280658e+00	  -1.0936056e+00	   1.1298481e+00	
   1.4324638e+00	   1.0000000e+01	   1.1276933e-01	   2.6107529e-04	   1.1046836e-02	   2.0387782e-05	   1.3066159e-02	   1.9713850e-06	   5.4299979e-02	   6.9042011e-02	   2.2552532e-01	   1.1275798e-01	  -1.1971335e+00	  -1.1801271e+00	  -1.1921946e+00	  -1.1780268e+00	  -1.1905882e+00	  -1.1762027e+00	  -1.1988429e+00	  -1.1953176e+00	  -1.1976157e+00	  -1.1961435e+00	
  -5.4076433e-01	   1.0000000e+01	   2.2848986e-01	   2.0695967e-01	   2.2829988e-01	   5.1997473e-01	   5.9224624e-02	   1.1110029e-03	   4.0989848e-01	   2.5463304e-01	   1.8794158e-01	   1.2527844e-03	  -2.0260735e-01	  -8.0556274e-01	   2.8777060e-01	   8.1956715e-01	   8.0789536e-01	   3.1096498e-01	  -8.0063755e-01	  -2.0123041e-01	   2.8962201e-01	   3.0995869e-01	
  -1.8362151e+00	   1.0000000e+01	   5.3812381e-01	   2.1155985e-01	   3.2374487e-04	   6.0022664e-04	   3.4168721e-01	   5.0977447e-03	   7.4963838e-04	   1.5901356e-01	   4.6220516e-01	   2.1151115e-01	   6.2530253e-01	  -2.6233568e-01	   1.7840151e-01	  -2.9553533e-01	   1.4201125e-01	   1.7292217e-01	   1.7988855e-01	   1.5193798e-01	  -6.5877944e-01	  -2.6333523e-01	
  -1.2368571e+00	   1.0000000e+01	   1.3718735e-01	   6.4956446e-02	   3.8144830e-02	   1.9493242e-01	   4.8457912e-01	   3.9837683e-01	   2.6369086e-01	   3.3094382e-01	   3.2404463e-02	   6.7618439e-02	  -3.3004622e-01	   1.4248121e-01	   6.5891525e-01	   6.9358174e-01	  -7.3527603e-01	   1.2676899e-01	  -3.2506008e-01	   6.8854621e-01	   6.5997526e-01	   1.4351169e-01	
  -4.3221521e-01	   1.0000000e+01	   2.1674504e-01	   1.3707840e-02	   5.3254110e-01	   2.6300175e-01	   7.8171170e-02	   1.9613597e-01	   8.7840555e-02	   5.6936381e-03	   4.7291927e-01	   2.2080157e-01	  -2.1703888e-02	   8.0401316e-01	  -7.7047627e-01	   5.9149532e-01	  -7.8962710e-01	  -3.8824767e-02	  -7.8832167e-01	   6.1113306e-01	   8.3215081e-01	  -2.2919262e-02	
  -3.7341066e-01	   1.0000000e+01	   4.9546155e-01	   2.6203611e-01	   2.9608180e-01	   1.9527749e-01	   1.7614619e-01	   4.4537577e-03	   8.6253734e-02	   2.3835319e-01	   8.5915092e-02	   2.5786437e-01	   8.5839096e-01	  -7.9016929e-01	   5.3509208e-01	  -4.8763796e-02	  -5.2192791e-02	   8.2775462e-01	  -7.9443102e-01	  -5.0978238e-02	  -7.9548575e-01	  -7.8907822e-01	
  -2.9893682e-01	   1.0000000e+01	   5.3160597e-01	   6.1260839e-01	   4.9807822e-01	   5.2404306e-03	   4.3339373e-02	   1.0657334e-01	   9.3620799e-02	   1.6272400e-01	   1.7895710e-03	   3.5941723e-02	  -8.0765723e-01	   7.8930116e-01	  -1.6053242e-03	   8.3166439e-01	  -7.4271839e-01	  -7.3874592e-01	   8.1484428e-01	   1.5152544e-02	   8.3035888e-01	  -7.4393887e-01	
   9.7274811e-02	   1.0000000e+01	   7.1769313e-01	   2.0883740e-04	   3.3980342e-01	   3.5429277e-01	   2.9163564e-03	   1.2521947e-04	   2.2104069e-04	   3.2164857e-05	   3.6064066e-01	   3.2473791e-01	  -8.7468077e-01	   8.2852819e-01	   9.3850664e-05	   8.7372876e-01	   8.2634827e-01	   8.2417518e-01	   8.2752794e-01	   8.2254100e-01	   8.7480693e-01	  -1.4884140e-03	
